RUS,-0.099,1.022,0.139,Train,488
RUS,-0.069,0.995,0.162,Train,489
MOV,-0.096,0.975,0.190,Train,490
RUS,-0.010,1.037,0.145,Train,491
ETC,0.278,0.363,0.820,Train,492
RUS,-0.048,1.007,0.175,Train,493
RUS,-0.067,0.876,0.554,Train,494
GRZ,0.102,0.728,0.848,Train,495
GRZ,0.035,0.636,0.751,Train,496
RUS,0.049,0.621,0.784,Train,497
RES,-0.077,0.987,0.240,Train,498
GRZ,0.582,0.885,0.453,Train,499
GRZ,0.421,0.843,0.085,Train,500
RUS,-0.067,1.030,0.078,Train,501
ETC,0.599,0.069,0.855,Train,502
MOV,-0.268,0.543,0.026,Train,503
GRZ,0.126,0.777,0.586,Train,504
ETC,0.002,0.770,0.674,Train,505
RUS,-0.087,1.005,0.206,Train,506
GRZ,0.362,0.976,0.114,Train,507
RUS,-0.006,1.046,0.161,Train,508
RUS,0.021,1.053,0.036,Train,509
RES,0.026,0.784,0.652,Train,510
RES,-0.138,1.006,0.162,Train,511
ETC,0.005,1.040,0.040,Train,512
GRZ,0.252,1.037,-0.278,Train,513
RES,-0.371,0.735,0.621,Train,514
RES,0.010,1.045,0.091,Train,515
ETC,0.024,0.801,0.626,Train,516
RES,0.019,1.016,0.186,Train,517
RES,-0.028,0.843,0.605,Train,518
MOV,-0.280,0.477,0.732,Train,519
RES,-0.188,0.400,0.870,Train,520
RES,-0.376,0.729,0.618,Train,521
ETC,0.474,0.561,0.702,Train,522
RES,-0.290,0.218,0.904,Train,523
GRZ,0.364,0.735,0.914,Train,524
MOV,-0.107,0.966,0.364,Train,525
GRZ,0.446,0.973,-0.042,Train,526
ETC,0.350,0.467,0.796,Train,527
RUS,0.000,1.006,0.207,Train,528
GRZ,0.485,0.472,0.814,Train,529
GRZ,0.432,0.966,-0.132,Train,530
RES,-0.231,0.360,0.865,Train,531
GRZ,0.534,0.806,0.074,Train,532
RES,-0.190,0.623,0.780,Train,533
MOV,-0.457,0.097,0.750,Train,534
MOV,-0.241,0.745,0.660,Train,535
GRZ,0.288,0.612,0.725,Train,536
ETC,-0.004,1.033,0.175,Train,537
RUS,-0.065,1.038,0.133,Train,538
GRZ,0.448,0.926,0.140,Train,539
MOV,0.053,-0.331,-0.075,Train,540
RUS,-0.073,1.026,0.134,Train,541
RES,-0.060,0.997,0.244,Train,542
RUS,0.096,1.017,0.138,Train,543
RES,-0.012,1.051,0.105,Train,544
GRZ,0.624,0.787,-0.004,Train,545
GRZ,0.260,0.750,0.683,Train,546
ETC,0.568,0.062,0.808,Train,547
RES,-0.344,0.406,0.836,Train,548
RUS,-0.017,1.033,0.173,Train,549
MOV,0.013,0.520,0.869,Train,550
RES,-0.233,0.766,0.641,Train,551
GRZ,0.394,0.473,0.838,Train,552
RES,-0.256,0.275,0.897,Train,553
GRZ,0.082,0.570,0.809,Train,554
MOV,-0.210,0.919,0.873,Train,555
RUS,-0.057,1.020,0.171,Train,556
RUS,-0.016,1.100,0.034,Train,557
ETC,0.241,0.529,0.838,Train,558
MOV,-0.094,0.546,0.954,Train,559
RUS,-0.022,0.882,0.281,Train,560
GRZ,0.041,0.583,0.708,Train,561
RES,-0.080,0.974,0.326,Train,562
ETC,0.137,-0.002,0.958,Train,563
MOV,-0.077,0.738,0.764,Train,564
GRZ,0.398,0.865,0.076,Train,565
MOV,-0.089,0.094,0.952,Train,566
GRZ,0.347,0.991,0.149,Train,567
MOV,-0.533,0.571,0.768,Train,568
GRZ,0.329,0.924,0.017,Train,569
MOV,-0.191,0.806,0.118,Train,570
MOV,-0.180,0.862,0.601,Train,571
RES,-0.379,0.102,0.889,Train,572
ETC,0.313,0.315,0.867,Train,573
RUS,0.008,0.997,0.184,Train,574
MOV,-0.213,0.542,1.124,Train,575
ETC,-0.003,0.586,0.867,Train,576
RES,-0.359,0.708,0.656,Train,577
RUS,-0.047,1.040,0.183,Train,578
RES,0.011,1.030,0.175,Train,579
MOV,-0.037,1.042,0.079,Train,580
GRZ,0.224,0.997,0.113,Train,581
ETC,0.203,0.621,0.754,Train,582
ETC,-0.043,1.119,-0.036,Train,583
RUS,-0.044,1.034,0.059,Train,584
ETC,0.014,1.035,0.079,Train,585
MOV,-0.110,0.519,0.641,Train,586
ETC,0.025,0.986,0.119,Train,587
MOV,-0.092,0.653,0.645,Train,588
RUS,-0.056,1.022,0.179,Train,589
ETC,0.238,0.996,0.085,Train,590
RUS,-0.073,0.859,0.550,Train,591
ETC,0.004,1.011,0.165,Train,592
GRZ,0.280,0.510,0.635,Train,593
RES,-0.086,0.973,0.315,Train,594
GRZ,0.038,0.364,0.481,Train,595
RUS,-0.057,1.003,0.202,Train,596
MOV,-0.073,0.630,0.607,Train,597
ETC,0.167,0.693,0.841,Train,598
RES,-0.006,0.599,0.799,Train,599
MOV,0.343,1.061,-0.008,Train,600
RES,-0.317,0.786,0.565,Train,601
RES,0.198,0.439,0.871,Train,602
RES,-0.047,1.006,0.204,Train,603
GRZ,0.331,0.306,0.804,Train,604
ETC,0.146,0.017,0.934,Train,605
RES,-0.326,0.315,0.941,Train,606
MOV,-0.232,0.694,0.728,Train,607
RES,-0.340,0.246,0.884,Train,608
ETC,0.251,-0.744,0.542,Train,609
ETC,0.349,0.192,0.819,Train,610
RES,-0.207,0.977,0.299,Train,611
RES,-0.082,0.973,0.338,Train,612
RUS,-0.051,1.012,0.094,Train,613
ETC,0.067,0.045,0.964,Train,614
GRZ,0.583,0.862,-0.041,Train,615
ETC,0.512,0.575,0.624,Train,616
GRZ,0.165,0.320,0.805,Train,617
RES,-0.224,0.777,0.623,Train,618
GRZ,0.440,0.487,0.801,Train,619
MOV,-0.017,0.847,0.597,Train,620
RUS,-0.045,1.037,0.140,Train,621
GRZ,0.640,0.757,-0.009,Train,622
ETC,0.634,0.242,0.683,Train,623
RUS,-0.003,1.008,0.166,Train,624
MOV,-0.039,0.787,0.589,Train,625
RES,-0.251,0.294,0.892,Train,626
MOV,-0.032,0.591,0.772,Train,627
RES,0.038,0.875,0.535,Train,628
RES,-0.055,0.299,0.898,Train,629
MOV,-0.043,1.015,0.277,Train,630
ETC,0.005,0.834,0.596,Train,631
GRZ,0.166,0.424,0.564,Train,632
GRZ,0.417,0.322,0.825,Train,633
MOV,-0.124,0.839,0.525,Train,634
RUS,-0.012,1.007,0.187,Train,635
RES,-0.058,0.990,0.250,Train,636
RUS,-0.075,1.036,0.161,Train,637
RES,-0.358,0.698,0.665,Train,638
GRZ,0.283,0.687,0.793,Train,639
ETC,-0.138,0.720,0.662,Train,640
RUS,-0.021,1.033,0.247,Train,641
MOV,-0.229,0.595,0.728,Train,642
GRZ,0.371,0.405,0.734,Train,643
ETC,-0.089,0.829,0.568,Train,644
RUS,0.067,1.006,0.214,Train,645
ETC,0.113,0.058,0.988,Train,646
RES,-0.054,0.891,0.496,Train,647
ETC,0.227,1.011,0.118,Train,648
